"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag","MetricID","SnapshotDate","StudyID"
"UK","Country",49276,53932,0.913669064748201,0.913669064748201,0,"Analysis_cou0013",2025-02-01,"AA-AA-000-0000"
"US","Country",36,57,0.631578947368421,36,2,"Analysis_cou0014",2025-02-01,"AA-AA-000-0000"
"UK","Country",31,50,0.62,31,2,"Analysis_cou0014",2025-02-01,"AA-AA-000-0000"
"Japan","Country",25,45,0.555555555555556,25,2,"Analysis_cou0014",2025-02-01,"AA-AA-000-0000"
"US","Country",2,57,0.0350877192982456,2,2,"Analysis_cou0015",2025-02-01,"AA-AA-000-0000"
"UK","Country",1,50,0.02,1,1,"Analysis_cou0015",2025-02-01,"AA-AA-000-0000"
"Japan","Country",0,45,0,0,0,"Analysis_cou0015",2025-02-01,"AA-AA-000-0000"
"Japan","Country",354,2797,0.126564175902753,1.4658824774216,0,"Analysis_cou0001",2025-03-01,"AA-AA-000-0000"
"US","Country",447,3945,0.113307984790875,-0.672777741434084,0,"Analysis_cou0001",2025-03-01,"AA-AA-000-0000"
"UK","Country",353,3121,0.113104774110862,-0.631315034684882,0,"Analysis_cou0001",2025-03-01,"AA-AA-000-0000"
"UK","Country",178,3121,0.0570330022428709,-1.29316223502617,-1,"Analysis_cou0002",2025-03-01,"AA-AA-000-0000"
"Japan","Country",174,2797,0.0622095101894887,1.13585935461849,0,"Analysis_cou0002",2025-03-01,"AA-AA-000-0000"
"US","Country",237,3945,0.0600760456273764,0.193791022567582,0,"Analysis_cou0002",2025-03-01,"AA-AA-000-0000"
"Japan","Country",174,2797,0.0622095101894887,1.14114818973881,0,"Analysis_cou0003",2025-03-01,"AA-AA-000-0000"
"UK","Country",189,3121,0.0605575136174303,0.335303927519171,0,"Analysis_cou0003",2025-03-01,"AA-AA-000-0000"
"US","Country",228,3945,0.0577946768060836,-1.25910765435131,0,"Analysis_cou0003",2025-03-01,"AA-AA-000-0000"
"Japan","Country",185,2797,0.0661422953164104,1.43645493296239,0,"Analysis_cou0004",2025-03-01,"AA-AA-000-0000"
"US","Country",232,3945,0.058808618504436,-0.445233844952566,0,"Analysis_cou0004",2025-03-01,"AA-AA-000-0000"
"UK","Country",178,3121,0.0570330022428709,-0.859281123309929,0,"Analysis_cou0004",2025-03-01,"AA-AA-000-0000"
"UK","Country",1944,127272,0.0152743729964171,1.42018152983252,0,"Analysis_cou0005",2025-03-01,"AA-AA-000-0000"
"US","Country",2392,163252,0.0146521941538235,-0.536396853415765,0,"Analysis_cou0005",2025-03-01,"AA-AA-000-0000"
"Japan","Country",1756,120881,0.0145266832670147,-0.833884187383495,0,"Analysis_cou0005",2025-03-01,"AA-AA-000-0000"
"Japan","Country",5,116,0.0431034482758621,1.37781972737593,0,"Analysis_cou0006",2025-03-01,"AA-AA-000-0000"
"US","Country",3,158,0.0189873417721519,-0.300532548919123,0,"Analysis_cou0006",2025-03-01,"AA-AA-000-0000"
"UK","Country",1,121,0.00826446280991736,NA,NA,"Analysis_cou0006",2025-03-01,"AA-AA-000-0000"
"UK","Country",4,121,0.0330578512396694,1.01678965757254,0,"Analysis_cou0007",2025-03-01,"AA-AA-000-0000"
"US","Country",4,158,0.0253164556962025,0.286332639399385,0,"Analysis_cou0007",2025-03-01,"AA-AA-000-0000"
"Japan","Country",1,116,0.00862068965517241,NA,NA,"Analysis_cou0007",2025-03-01,"AA-AA-000-0000"
"Japan","Country",14570,233120,0.0625,0,0,"Analysis_cou0008",2025-03-01,"AA-AA-000-0000"
"UK","Country",16826,269216,0.0625,0,0,"Analysis_cou0008",2025-03-01,"AA-AA-000-0000"
"US","Country",19458,311328,0.0625,0,0,"Analysis_cou0008",2025-03-01,"AA-AA-000-0000"
"UK","Country",15501,16826,0.921252823012005,1.29206147597758,0,"Analysis_cou0009",2025-03-01,"AA-AA-000-0000"
"US","Country",17859,19458,0.917823003391921,-0.222001161119998,0,"Analysis_cou0009",2025-03-01,"AA-AA-000-0000"
"Japan","Country",13339,14570,0.915511324639671,-1.13194197146144,0,"Analysis_cou0009",2025-03-01,"AA-AA-000-0000"
"UK","Country",3399,67304,0.0505021989777725,1.16270823703473,0,"Analysis_cou0010",2025-03-01,"AA-AA-000-0000"
"US","Country",3884,77832,0.0499023537876452,0.0293905648978141,0,"Analysis_cou0010",2025-03-01,"AA-AA-000-0000"
"Japan","Country",2865,58280,0.049159231297186,-1.28345071982783,0,"Analysis_cou0010",2025-03-01,"AA-AA-000-0000"
"US","Country",81140,311328,0.260625449686504,1.35572308555707,0,"Analysis_cou0011",2025-03-01,"AA-AA-000-0000"
"UK","Country",69891,269216,0.259609384286224,-0.678234649030444,0,"Analysis_cou0011",2025-03-01,"AA-AA-000-0000"
"Japan","Country",60493,233120,0.259492964996568,-0.837861967236945,0,"Analysis_cou0011",2025-03-01,"AA-AA-000-0000"
"UK","Country",38,159,0.238993710691824,1.31653051447579,0,"Analysis_cou0012",2025-03-01,"AA-AA-000-0000"
"US","Country",45,203,0.221674876847291,-0.227089076352961,0,"Analysis_cou0012",2025-03-01,"AA-AA-000-0000"
"Japan","Country",31,147,0.210884353741497,-1.10235110371209,0,"Analysis_cou0012",2025-03-01,"AA-AA-000-0000"
"Japan","Country",472248,494928,0.954175152749491,0.954175152749491,0,"Analysis_cou0013",2025-03-01,"AA-AA-000-0000"
"US","Country",746662,793856,0.940550931151242,0.940550931151242,0,"Analysis_cou0013",2025-03-01,"AA-AA-000-0000"
"UK","Country",85748,92926,0.922755741127349,0.922755741127349,0,"Analysis_cou0013",2025-03-01,"AA-AA-000-0000"
"Japan","Country",56,116,0.482758620689655,56,2,"Analysis_cou0014",2025-03-01,"AA-AA-000-0000"
"UK","Country",52,121,0.429752066115702,52,2,"Analysis_cou0014",2025-03-01,"AA-AA-000-0000"
"US","Country",66,158,0.417721518987342,66,2,"Analysis_cou0014",2025-03-01,"AA-AA-000-0000"
"US","Country",3,158,0.0189873417721519,3,2,"Analysis_cou0015",2025-03-01,"AA-AA-000-0000"
"UK","Country",2,121,0.0165289256198347,2,2,"Analysis_cou0015",2025-03-01,"AA-AA-000-0000"
"Japan","Country",0,116,0,0,0,"Analysis_cou0015",2025-03-01,"AA-AA-000-0000"
"Japan","Country",683,7381,0.0925348868716976,1.43119577812309,0,"Analysis_cou0001",2025-04-01,"AA-AA-000-0000"
"US","Country",919,10683,0.0860245249461762,-0.421533882484598,0,"Analysis_cou0001",2025-04-01,"AA-AA-000-0000"
"UK","Country",686,8143,0.0842441360677883,-0.879765781671524,0,"Analysis_cou0001",2025-04-01,"AA-AA-000-0000"
"Japan","Country",339,7381,0.0459287359436391,1.46312182588289,0,"Analysis_cou0002",2025-04-01,"AA-AA-000-0000"
"UK","Country",354,8143,0.0434729215276925,-0.496061017944002,0,"Analysis_cou0002",2025-04-01,"AA-AA-000-0000"
"US","Country",462,10683,0.0432462791350744,-0.783069594034576,0,"Analysis_cou0002",2025-04-01,"AA-AA-000-0000"
"Japan","Country",338,7381,0.0457932529467552,1.30949116699875,0,"Analysis_cou0003",2025-04-01,"AA-AA-000-0000"
"UK","Country",357,8143,0.0438413361169102,0.0505036905380381,0,"Analysis_cou0003",2025-04-01,"AA-AA-000-0000"
"US","Country",452,10683,0.0423102124871291,-1.13255563253833,0,"Analysis_cou0003",2025-04-01,"AA-AA-000-0000"
"Japan","Country",346,7381,0.0468771169218263,1.31207885841325,0,"Analysis_cou0004",2025-04-01,"AA-AA-000-0000"
"US","Country",474,10683,0.0443695591126088,-0.107964733004984,0,"Analysis_cou0004",2025-04-01,"AA-AA-000-0000"
"UK","Country",347,8143,0.0426132874861845,-1.12551885178888,0,"Analysis_cou0004",2025-04-01,"AA-AA-000-0000"
"UK","Country",4851,328030,0.0147882815596134,1.42313628195998,0,"Analysis_cou0005",2025-04-01,"AA-AA-000-0000"
"US","Country",6381,437741,0.0145771129503519,-0.578326994086821,0,"Analysis_cou0005",2025-04-01,"AA-AA-000-0000"
"Japan","Country",4247,292111,0.0145389937386815,-0.800138119876572,0,"Analysis_cou0005",2025-04-01,"AA-AA-000-0000"
"Japan","Country",7,215,0.0325581395348837,1.39131077538066,0,"Analysis_cou0006",2025-04-01,"AA-AA-000-0000"
"US","Country",5,316,0.0158227848101266,-0.310007675785443,0,"Analysis_cou0006",2025-04-01,"AA-AA-000-0000"
"UK","Country",2,229,0.00873362445414847,NA,NA,"Analysis_cou0006",2025-04-01,"AA-AA-000-0000"
"UK","Country",8,229,0.0349344978165939,1.33354092181921,0,"Analysis_cou0007",2025-04-01,"AA-AA-000-0000"
"US","Country",5,316,0.0158227848101266,-0.246478120130186,0,"Analysis_cou0007",2025-04-01,"AA-AA-000-0000"
"Japan","Country",1,215,0.00465116279069767,NA,NA,"Analysis_cou0007",2025-04-01,"AA-AA-000-0000"
"Japan","Country",37036,592576,0.0625,0,0,"Analysis_cou0008",2025-04-01,"AA-AA-000-0000"
"UK","Country",42582,681312,0.0625,0,0,"Analysis_cou0008",2025-04-01,"AA-AA-000-0000"
"US","Country",51700,827200,0.0625,0,0,"Analysis_cou0008",2025-04-01,"AA-AA-000-0000"
"Japan","Country",33968,37036,0.917161680527055,1.3657815865581,0,"Analysis_cou0009",2025-04-01,"AA-AA-000-0000"
"US","Country",47388,51700,0.916595744680851,-0.20784356810525,0,"Analysis_cou0009",2025-04-01,"AA-AA-000-0000"
"UK","Country",39018,42582,0.916302663097083,-1.04472087612726,0,"Analysis_cou0009",2025-04-01,"AA-AA-000-0000"
"Japan","Country",7480,148144,0.0504914137595853,1.41129927605381,0,"Analysis_cou0010",2025-04-01,"AA-AA-000-0000"
"US","Country",10385,206800,0.0502176015473888,-0.335645884996491,0,"Analysis_cou0010",2025-04-01,"AA-AA-000-0000"
"UK","Country",8537,170328,0.0501209431215067,-0.946348875042867,0,"Analysis_cou0010",2025-04-01,"AA-AA-000-0000"
"UK","Country",177749,681312,0.260892219717251,1.40577629697007,0,"Analysis_cou0011",2025-04-01,"AA-AA-000-0000"
"US","Country",215283,827200,0.260255077369439,-0.565844132002378,0,"Analysis_cou0011",2025-04-01,"AA-AA-000-0000"
"Japan","Country",154145,592576,0.26012697105519,-0.838816679111462,0,"Analysis_cou0011",2025-04-01,"AA-AA-000-0000"
"Japan","Country",74,289,0.256055363321799,1.44733578389918,0,"Analysis_cou0012",2025-04-01,"AA-AA-000-0000"
"US","Country",97,413,0.234866828087167,-0.553173129050486,0,"Analysis_cou0012",2025-04-01,"AA-AA-000-0000"
"UK","Country",69,298,0.231543624161074,-0.774092124970563,0,"Analysis_cou0012",2025-04-01,"AA-AA-000-0000"
"Japan","Country",1621584,1709478,0.948584304682482,0.948584304682482,0,"Analysis_cou0013",2025-04-01,"AA-AA-000-0000"
"US","Country",2800072,2964342,0.94458466668151,0.94458466668151,0,"Analysis_cou0013",2025-04-01,"AA-AA-000-0000"
"UK","Country",1547378,1645790,0.940203792707454,0.940203792707454,0,"Analysis_cou0013",2025-04-01,"AA-AA-000-0000"
"UK","Country",80,229,0.349344978165939,80,2,"Analysis_cou0014",2025-04-01,"AA-AA-000-0000"
"Japan","Country",75,215,0.348837209302326,75,2,"Analysis_cou0014",2025-04-01,"AA-AA-000-0000"
"US","Country",104,316,0.329113924050633,104,2,"Analysis_cou0014",2025-04-01,"AA-AA-000-0000"
"UK","Country",4,229,0.0174672489082969,4,2,"Analysis_cou0015",2025-04-01,"AA-AA-000-0000"
"US","Country",3,316,0.00949367088607595,3,2,"Analysis_cou0015",2025-04-01,"AA-AA-000-0000"
"Japan","Country",2,215,0.00930232558139535,2,2,"Analysis_cou0015",2025-04-01,"AA-AA-000-0000"
