"Threshold","Denominator","LogDenominator","Numerator","Metric","MetricID","StudyID","SnapshotDate"
2,151,5.01727983681492,1.98684210526316,0.0131578947368421,"Analysis_qtl0002","AA-AA-000-0000",2025-02-01
2,152,5.02388052084628,2,0.0131578947368421,"Analysis_qtl0002","AA-AA-000-0000",2025-02-01
2,153,5.03043792139244,2.01315789473684,0.0131578947368421,"Analysis_qtl0002","AA-AA-000-0000",2025-02-01
3,151,5.01727983681492,1.98684210526316,0.0131578947368421,"Analysis_qtl0002","AA-AA-000-0000",2025-02-01
3,152,5.02388052084628,2,0.0131578947368421,"Analysis_qtl0002","AA-AA-000-0000",2025-02-01
3,153,5.03043792139244,2.01315789473684,0.0131578947368421,"Analysis_qtl0002","AA-AA-000-0000",2025-02-01
0,151,5.01727983681492,1.98684210526316,0.0131578947368421,"Analysis_qtl0002","AA-AA-000-0000",2025-02-01
0,152,5.02388052084628,2,0.0131578947368421,"Analysis_qtl0002","AA-AA-000-0000",2025-02-01
0,153,5.03043792139244,2.01315789473684,0.0131578947368421,"Analysis_qtl0002","AA-AA-000-0000",2025-02-01
-3,394,5.97635090929793,173.559493670886,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
-3,395,5.97888576490112,174,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
-3,396,5.98141421125448,174.440506329114,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
-2,394,5.97635090929793,173.559493670886,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
-2,395,5.97888576490112,174,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
-2,396,5.98141421125448,174.440506329114,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
2,394,5.97635090929793,173.559493670886,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
2,395,5.97888576490112,174,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
2,396,5.98141421125448,174.440506329114,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
3,394,5.97635090929793,173.559493670886,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
3,395,5.97888576490112,174,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
3,396,5.98141421125448,174.440506329114,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
0,394,5.97635090929793,173.559493670886,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
0,395,5.97888576490112,174,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
0,396,5.98141421125448,174.440506329114,0.440506329113924,"Analysis_qtl0001","AA-AA-000-0000",2025-03-01
-3,394,5.97635090929793,4.9873417721519,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
-3,395,5.97888576490112,5,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
-3,396,5.98141421125448,5.0126582278481,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
-2,394,5.97635090929793,4.9873417721519,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
-2,395,5.97888576490112,5,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
-2,396,5.98141421125448,5.0126582278481,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
2,394,5.97635090929793,4.9873417721519,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
2,395,5.97888576490112,5,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
2,396,5.98141421125448,5.0126582278481,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
3,394,5.97635090929793,4.9873417721519,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
3,395,5.97888576490112,5,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
3,396,5.98141421125448,5.0126582278481,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
0,394,5.97635090929793,4.9873417721519,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
0,395,5.97888576490112,5,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
0,396,5.98141421125448,5.0126582278481,0.0126582278481013,"Analysis_qtl0002","AA-AA-000-0000",2025-03-01
-3,759,6.63200177739563,258.659210526316,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
-3,760,6.63331843328038,259,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
-3,761,6.63463335786169,259.340789473684,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
-2,759,6.63200177739563,258.659210526316,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
-2,760,6.63331843328038,259,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
-2,761,6.63463335786169,259.340789473684,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
2,759,6.63200177739563,258.659210526316,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
2,760,6.63331843328038,259,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
2,761,6.63463335786169,259.340789473684,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
3,759,6.63200177739563,258.659210526316,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
3,760,6.63331843328038,259,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
3,761,6.63463335786169,259.340789473684,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
0,759,6.63200177739563,258.659210526316,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
0,760,6.63331843328038,259,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
0,761,6.63463335786169,259.340789473684,0.340789473684211,"Analysis_qtl0001","AA-AA-000-0000",2025-04-01
-3,759,6.63200177739563,7.98947368421053,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
-3,760,6.63331843328038,8,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
-3,761,6.63463335786169,8.01052631578947,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
-2,759,6.63200177739563,7.98947368421053,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
-2,760,6.63331843328038,8,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
-2,761,6.63463335786169,8.01052631578947,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
2,759,6.63200177739563,7.98947368421053,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
2,760,6.63331843328038,8,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
2,761,6.63463335786169,8.01052631578947,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
3,759,6.63200177739563,7.98947368421053,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
3,760,6.63331843328038,8,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
3,761,6.63463335786169,8.01052631578947,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
0,759,6.63200177739563,7.98947368421053,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
0,760,6.63331843328038,8,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
0,761,6.63463335786169,8.01052631578947,0.0105263157894737,"Analysis_qtl0002","AA-AA-000-0000",2025-04-01
