"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"0X2532","Site",42,468,0.0897435897435897,0.267698580156152,0
"0X9142","Site",46,514,0.0894941634241245,0.26526068696462,0
"0X2029","Site",16,181,0.0883977900552486,0.117538152934365,0
"0X7541","Site",3,34,0.0882352941176471,0.0483811546834017,0
"0X1183","Site",4,46,0.0869565217391304,0.0328308982212626,0
"0X7809","Site",38,440,0.0863636363636364,0.0679213702447241,0
"0X9580","Site",31,360,0.0861111111111111,0.0484857545603262,0
"0X1043","Site",13,152,0.0855263157894737,0.0120164682078259,0
"0X8799","Site",32,376,0.0851063829787234,-0.00311134725323141,0
"0X8723","Site",18,214,0.0841121495327103,-0.041662157217675,0
"0X4323","Site",46,550,0.0836363636363636,-0.0969523615526894,0
"0X5025","Site",3,36,0.0833333333333333,-0.0297191000984902,0
"0X5895","Site",56,682,0.0821114369501466,-0.21560885216513,0
"0X6900","Site",32,390,0.0820512820512821,-0.16625589055497,0
"0X1792","Site",8,98,0.0816326530612245,-0.0945430442397005,0
"0X1750","Site",48,596,0.0805369127516778,-0.30546133184009,0
"0X4590","Site",24,298,0.0805369127516778,-0.215993779134402,0
"0X3120","Site",7,87,0.0804597701149425,-0.118650863691742,0
"0X2331","Site",9,112,0.0803571428571429,-0.137559165899165,0
"0X7592","Site",9,117,0.0769230769230769,-0.241003029343829,0
"0X7558","Site",3,39,0.0769230769230769,-0.139143163867175,0
"0X2170","Site",24,314,0.0764331210191083,-0.418284093722566,0
"0X6254","Site",10,131,0.0763358778625954,-0.273181687462003,0
"0X3989","Site",42,558,0.0752688172043011,-0.631944996484338,0
"0X6927","Site",19,254,0.0748031496062992,-0.446423638142881,0
"0X3090","Site",25,336,0.0744047619047619,-0.533191692102717,0
"0X8640","Site",11,148,0.0743243243243243,-0.356515848670615,0
"0X558","Site",15,204,0.0735294117647059,-0.449255110596065,0
"0X8517","Site",15,204,0.0735294117647059,-0.449255110596065,0
"0X3909","Site",52,709,0.073342736248237,-0.850967399463065,0
"0X3203","Site",10,137,0.072992700729927,-0.385142354675841,0
"0X958","Site",36,495,0.0727272727272727,-0.748051399483115,0
"0X4110","Site",7,97,0.0721649484536082,-0.346112775721284,0
"0X9216","Site",14,195,0.0717948717948718,-0.504706478399164,0
"0X9737","Site",32,446,0.0717488789237668,-0.765914546053603,0
"0X4931","Site",3,42,0.0714285714285714,-0.240648875131644,0
"0X4629","Site",25,351,0.0712250712250712,-0.705990941634314,0
"0X180","Site",21,295,0.0711864406779661,-0.649020438717793,0
"0X8847","Site",12,170,0.0705882352941176,-0.513771026436289,0
"0X1257","Site",20,287,0.0696864111498258,-0.70885111732177,0
"0X8764","Site",22,318,0.0691823899371069,-0.770447982129687,0
"0X8929","Site",9,131,0.0687022900763359,-0.509352501430662,0
"0X3137","Site",10,146,0.0684931506849315,-0.54455459629294,0
"0X4572","Site",7,103,0.0679611650485437,-0.471980988193869,0
"0X5033","Site",15,225,0.0666666666666667,-0.750072379447367,0
"0X5312","Site",6,91,0.0659340659340659,-0.495906412352164,0
"0X159","Site",5,77,0.0649350649350649,-0.479863449868107,0
"0X9423","Site",2,31,0.0645161290322581,-0.310781139289932,0
"0X6040","Site",13,206,0.0631067961165049,-0.855815712440069,0
"0X3127","Site",7,112,0.0625,-0.648396769097196,0
"0X1020","Site",3,48,0.0625,-0.424475324964672,0
"0X2248","Site",9,149,0.0604026845637584,-0.817070042702237,0
"0X9694","Site",3,50,0.06,-0.481012796688495,0
"0X7574","Site",3,52,0.0576923076923077,-0.535521005651124,0
"0X5854","Site",5,88,0.0568181818181818,-0.718817942012851,0
"0X2961","Site",3,55,0.0545454545454545,-0.613836196145218,0
"0X2370","Site",4,74,0.0540540540540541,-0.723438004001145,0
"0X1597","Site",6,117,0.0512820512820513,-0.990707668187638,0
"0X9389","Site",2,43,0.0465116279069767,-0.685159739176965,0
"0X3773","Site",5,7,0.714285714285714,NA,NA
"0X3593","Site",2,5,0.4,NA,NA
"0X2882","Site",3,8,0.375,NA,NA
"0X3355","Site",7,27,0.259259259259259,NA,NA
"0X4089","Site",1,4,0.25,NA,NA
"0X5699","Site",2,9,0.222222222222222,NA,NA
"0X7126","Site",3,15,0.2,NA,NA
"0X3786","Site",3,17,0.176470588235294,NA,NA
"0X3844","Site",1,7,0.142857142857143,NA,NA
"0X3701","Site",2,14,0.142857142857143,NA,NA
"0X2481","Site",3,25,0.12,NA,NA
"0X1128","Site",2,18,0.111111111111111,NA,NA
"0X9501","Site",2,20,0.1,NA,NA
"0X3574","Site",2,28,0.0714285714285714,NA,NA
"0X2572","Site",1,14,0.0714285714285714,NA,NA
"0X7373","Site",1,17,0.0588235294117647,NA,NA
"0X1268","Site",1,18,0.0555555555555556,NA,NA
"0X1048","Site",1,19,0.0526315789473684,NA,NA
"0X8771","Site",1,21,0.0476190476190476,NA,NA
"0X7958","Site",1,27,0.037037037037037,NA,NA
"0X9788","Site",0,18,0,NA,NA
"0X7002","Site",0,13,0,NA,NA
